# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	2.115476828477138704e-03
47	2.115476828477138704e-03
48	2.115476828477138704e-03
49	2.115476828477138704e-03
50	2.115476828477138704e-03
51	2.115476828477138704e-03
52	2.115476828477138704e-03
53	2.115476828477138704e-03
54	2.115476828477138704e-03
55	2.115476828477138704e-03
56	2.115476828477138704e-03
57	2.468056299889995371e-03
58	2.468056299889995371e-03
59	2.468056299889995371e-03
60	2.468056299889995371e-03
61	2.468056299889995371e-03
62	2.468056299889995371e-03
63	2.468056299889995371e-03
64	2.468056299889995371e-03
65	2.468056299889995371e-03
66	2.468056299889995371e-03
67	2.468056299889995371e-03
68	2.468056299889995371e-03
69	2.468056299889995371e-03
70	2.468056299889995371e-03
71	2.468056299889995371e-03
72	2.468056299889995371e-03
73	2.468056299889995371e-03
74	2.468056299889995371e-03
75	2.468056299889995371e-03
76	2.468056299889995371e-03
77	2.468056299889995371e-03
78	2.468056299889995371e-03
79	2.820635771302851605e-03
80	4.936112599779990742e-03
81	4.936112599779990742e-03
82	4.936112599779990742e-03
83	4.936112599779990742e-03
84	4.936112599779990742e-03
85	4.936112599779990742e-03
86	4.936112599779990742e-03
87	4.936112599779990742e-03
88	4.936112599779990742e-03
89	4.936112599779990742e-03
90	4.936112599779990742e-03
91	4.936112599779990742e-03
92	4.936112599779990742e-03
93	4.936112599779990742e-03
94	4.936112599779990742e-03
95	4.936112599779990742e-03
96	4.936112599779990742e-03
97	4.936112599779990742e-03
98	4.936112599779990742e-03
99	1.163512255662426352e-02
100	1.163512255662426352e-02
101	5.641271542605703210e-03
102	4.936112599779990742e-03
103	4.936112599779990742e-03
104	4.936112599779990742e-03
105	4.936112599779990742e-03
106	4.936112599779990742e-03
107	4.936112599779990742e-03
108	4.936112599779990742e-03
109	4.936112599779990742e-03
110	4.936112599779990742e-03
111	4.936112599779990742e-03
112	4.936112599779990742e-03
113	7.051589428257129012e-04
114	7.051589428257129012e-04
115	7.051589428257129012e-04
116	7.051589428257129012e-04
117	7.051589428257129012e-04
