# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	0.000000000000000000e+00
47	0.000000000000000000e+00
48	0.000000000000000000e+00
49	0.000000000000000000e+00
50	2.450698081348472298e-04
51	2.450698081348472298e-04
52	2.450698081348472298e-04
53	2.450698081348472298e-04
54	2.450698081348472298e-04
55	2.450698081348472298e-04
56	2.450698081348472298e-04
57	2.450698081348472298e-04
58	2.450698081348472298e-04
59	2.450698081348472298e-04
60	2.450698081348472298e-04
61	2.450698081348472298e-04
62	2.450698081348472298e-04
63	2.450698081348472298e-04
64	2.450698081348472298e-04
65	2.450698081348472298e-04
66	2.450698081348472298e-04
67	2.450698081348472298e-04
68	2.450698081348472298e-04
69	2.450698081348472298e-04
70	2.450698081348472298e-04
71	2.450698081348472298e-04
72	2.450698081348472298e-04
73	4.901396162696944597e-04
74	4.901396162696944597e-04
75	4.901396162696944597e-04
76	4.901396162696944597e-04
77	4.901396162696944597e-04
78	4.901396162696944597e-04
79	4.901396162696944597e-04
80	4.901396162696944597e-04
81	4.901396162696944597e-04
82	4.901396162696944597e-04
83	4.901396162696944597e-04
84	4.901396162696944597e-04
85	4.901396162696944597e-04
86	4.901396162696944597e-04
87	4.901396162696944597e-04
88	4.901396162696944597e-04
89	4.901396162696944597e-04
90	4.901396162696944597e-04
91	4.901396162696944597e-04
92	4.901396162696944597e-04
93	4.901396162696944597e-04
94	4.901396162696944597e-04
95	4.901396162696944597e-04
96	4.901396162696944597e-04
97	4.901396162696944597e-04
98	4.901396162696944597e-04
99	4.901396162696944597e-04
100	4.901396162696944597e-04
101	7.352094244045415811e-04
102	7.842233860315111355e-03
103	7.352094244045415811e-04
104	4.901396162696944597e-04
105	4.901396162696944597e-04
106	4.901396162696944597e-04
107	4.901396162696944597e-04
108	4.901396162696944597e-04
109	4.901396162696944597e-04
110	4.901396162696944597e-04
111	4.901396162696944597e-04
112	4.901396162696944597e-04
113	4.901396162696944597e-04
114	4.901396162696944597e-04
115	4.901396162696944597e-04
116	4.901396162696944597e-04
117	2.450698081348472298e-04
