# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	2.332307118201324748e-04
18	2.332307118201324748e-04
19	2.332307118201324748e-04
20	2.332307118201324748e-04
21	2.332307118201324748e-04
22	2.332307118201324748e-04
23	2.332307118201324748e-04
24	2.332307118201324748e-04
25	2.332307118201324748e-04
26	2.332307118201324748e-04
27	2.332307118201324748e-04
28	2.332307118201324748e-04
29	2.332307118201324748e-04
30	2.332307118201324748e-04
31	2.332307118201324748e-04
32	2.332307118201324748e-04
33	2.332307118201324748e-04
34	2.332307118201324748e-04
35	2.332307118201324748e-04
36	2.332307118201324748e-04
37	2.332307118201324748e-04
38	2.332307118201324748e-04
39	2.332307118201324748e-04
40	2.332307118201324748e-04
41	2.332307118201324748e-04
42	2.332307118201324748e-04
43	2.332307118201324748e-04
44	2.332307118201324748e-04
45	2.332307118201324748e-04
46	2.332307118201324748e-04
47	2.332307118201324748e-04
48	2.332307118201324748e-04
49	2.332307118201324748e-04
50	2.332307118201324748e-04
51	2.332307118201324748e-04
52	2.332307118201324748e-04
53	2.332307118201324748e-04
54	2.332307118201324640e-03
55	2.332307118201324640e-03
56	2.332307118201324640e-03
57	2.332307118201324640e-03
58	2.332307118201324640e-03
59	2.332307118201324640e-03
60	2.332307118201324640e-03
61	2.332307118201324640e-03
62	2.332307118201324640e-03
63	2.332307118201324640e-03
64	2.332307118201324640e-03
65	2.332307118201324640e-03
66	2.332307118201324640e-03
67	2.332307118201324640e-03
68	2.332307118201324640e-03
69	2.332307118201324640e-03
70	2.332307118201324640e-03
71	2.332307118201324640e-03
72	2.332307118201324640e-03
73	2.332307118201324640e-03
74	2.332307118201324640e-03
75	2.332307118201324640e-03
76	2.332307118201324640e-03
77	2.332307118201324640e-03
78	2.332307118201324640e-03
79	2.332307118201324640e-03
80	2.332307118201324640e-03
81	2.332307118201324640e-03
82	2.332307118201324640e-03
83	2.332307118201324640e-03
84	2.332307118201324640e-03
85	3.265229965481854756e-03
86	3.265229965481854756e-03
87	3.265229965481854756e-03
88	3.498460677301987176e-03
89	3.498460677301987176e-03
90	3.498460677301987176e-03
91	3.964922100942252017e-03
92	3.964922100942252017e-03
93	4.897844948222781700e-03
94	4.897844948222781700e-03
95	4.897844948222781700e-03
96	4.897844948222781700e-03
97	6.530459930963709511e-03
98	6.530459930963709511e-03
99	6.530459930963709511e-03
100	1.760891874242000166e-01
101	1.116242186771154055e+00
102	1.002892060826569676e+00
103	1.002892060826569676e+00
104	1.002192368691109170e+00
105	1.002192368691109170e+00
106	1.001725907267468907e+00
107	9.851665267282395666e-01
108	9.851665267282395666e-01
109	9.851665267282395666e-01
110	9.840003731691389088e-01
111	9.840003731691389088e-01
112	9.840003731691389088e-01
113	9.823677581863979880e-01
114	9.823677581863979880e-01
115	9.821345274745778564e-01
116	9.800354510681966724e-01
117	9.714059147308518050e-01
