# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	0.000000000000000000e+00
47	0.000000000000000000e+00
48	0.000000000000000000e+00
49	0.000000000000000000e+00
50	0.000000000000000000e+00
51	0.000000000000000000e+00
52	1.781094571669019190e-03
53	1.781094571669019190e-03
54	1.781094571669019190e-03
55	2.315422943169724926e-02
56	2.315422943169724926e-02
57	2.315422943169724926e-02
58	2.315422943169724926e-02
59	2.315422943169724926e-02
60	2.315422943169724926e-02
61	2.315422943169724926e-02
62	2.315422943169724926e-02
63	2.315422943169724926e-02
64	2.315422943169724926e-02
65	2.315422943169724926e-02
66	2.315422943169724926e-02
67	2.315422943169724926e-02
68	2.627114493211803181e-02
69	2.627114493211803181e-02
70	2.671641857503528894e-02
71	2.671641857503528894e-02
72	2.671641857503528894e-02
73	2.671641857503528894e-02
74	2.671641857503528894e-02
75	2.671641857503528894e-02
76	2.671641857503528894e-02
77	2.894278678962156071e-02
78	3.339552321879411118e-02
79	3.428607050462861849e-02
80	2.257537369590481846e-01
81	2.261990106019654279e-01
82	2.261990106019654279e-01
83	2.261990106019654279e-01
84	2.261990106019654279e-01
85	2.284253788165516996e-01
86	2.324328416028069999e-01
87	2.333233888886415142e-01
88	7.124378286676076311e-01
89	7.124378286676076311e-01
90	7.200074805972009884e-01
91	7.257960379551253727e-01
92	1.530405510706604799e+00
93	1.534858247135777232e+00
94	1.546880635494543244e+00
95	1.557567202924557304e+00
96	1.565136854854150661e+00
97	2.025104527987674707e+00
98	2.270895578877999643e+00
99	2.438763742257804346e+00
100	3.240835155244655397e+01
101	9.122187540352923918e+01
102	5.952418058517862320e+00
103	2.122174182143636401e+00
104	1.717865714374769093e+00
105	1.673783623725960679e+00
106	1.672893076440126192e+00
107	1.620350786575890156e+00
108	1.530850784349522042e+00
109	1.231626896309126806e+00
110	1.216932866092857335e+00
111	1.208917940520346734e+00
112	1.207136845948677761e+00
113	7.257960379551253727e-01
114	7.253507643122080184e-01
115	7.253507643122080184e-01
116	4.247910553430610525e-01
117	4.247910553430610525e-01
