# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	0.000000000000000000e+00
47	0.000000000000000000e+00
48	0.000000000000000000e+00
49	0.000000000000000000e+00
50	0.000000000000000000e+00
51	0.000000000000000000e+00
52	0.000000000000000000e+00
53	0.000000000000000000e+00
54	0.000000000000000000e+00
55	0.000000000000000000e+00
56	0.000000000000000000e+00
57	0.000000000000000000e+00
58	0.000000000000000000e+00
59	0.000000000000000000e+00
60	0.000000000000000000e+00
61	0.000000000000000000e+00
62	0.000000000000000000e+00
63	0.000000000000000000e+00
64	0.000000000000000000e+00
65	0.000000000000000000e+00
66	0.000000000000000000e+00
67	0.000000000000000000e+00
68	0.000000000000000000e+00
69	0.000000000000000000e+00
70	0.000000000000000000e+00
71	0.000000000000000000e+00
72	0.000000000000000000e+00
73	0.000000000000000000e+00
74	0.000000000000000000e+00
75	0.000000000000000000e+00
76	0.000000000000000000e+00
77	0.000000000000000000e+00
78	0.000000000000000000e+00
79	0.000000000000000000e+00
80	0.000000000000000000e+00
81	0.000000000000000000e+00
82	4.139792513599218379e-04
83	4.139792513599218379e-04
84	6.209688770398827298e-04
85	8.279585027198436758e-04
86	1.862906631119648189e-03
87	2.069896256799609244e-03
88	2.069896256799609244e-03
89	5.381730267678983513e-03
90	6.209688770398827731e-03
91	6.209688770398827731e-03
92	6.209688770398827731e-03
93	6.416678396078788135e-03
94	6.416678396078788135e-03
95	2.918553722087448982e-02
96	3.042747497495425571e-02
97	3.042747497495425571e-02
98	3.084145422631417652e-02
99	3.767211187375289067e-02
100	1.175701073862178037e+00
101	1.539381846181869351e+00
102	2.794359946679472392e-02
103	2.049197294231613203e-02
104	1.800809743415660025e-02
105	1.697314930575679476e-02
106	1.034948128399804622e-02
107	1.014249165831808581e-02
108	1.014249165831808581e-02
109	9.935502032638123676e-03
110	6.209688770398827731e-03
111	6.002699144718866460e-03
112	5.588719893358944785e-03
113	5.588719893358944785e-03
114	6.209688770398827298e-04
115	6.209688770398827298e-04
116	6.209688770398827298e-04
117	6.209688770398827298e-04
