# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	2.544969613062820243e-04
19	2.544969613062820243e-04
20	2.544969613062820243e-04
21	2.544969613062820243e-04
22	2.544969613062820243e-04
23	2.544969613062820243e-04
24	2.544969613062820243e-04
25	2.544969613062820243e-04
26	2.544969613062820243e-04
27	2.544969613062820243e-04
28	2.544969613062820243e-04
29	2.544969613062820243e-04
30	2.544969613062820243e-04
31	2.544969613062820243e-04
32	2.544969613062820243e-04
33	2.544969613062820243e-04
34	2.544969613062820243e-04
35	2.544969613062820243e-04
36	2.544969613062820243e-04
37	2.544969613062820243e-04
38	2.544969613062820243e-04
39	2.544969613062820243e-04
40	2.544969613062820243e-04
41	2.544969613062820243e-04
42	2.544969613062820243e-04
43	2.544969613062820243e-04
44	2.544969613062820243e-04
45	2.544969613062820243e-04
46	2.544969613062820243e-04
47	2.544969613062820243e-04
48	2.544969613062820243e-04
49	2.544969613062820243e-04
50	2.544969613062820243e-04
51	2.544969613062820243e-04
52	2.544969613062820243e-04
53	2.544969613062820243e-04
54	2.544969613062820243e-04
55	2.544969613062820243e-04
56	2.544969613062820243e-04
57	2.544969613062820243e-04
58	2.544969613062820243e-04
59	2.544969613062820243e-04
60	2.544969613062820243e-04
61	2.544969613062820243e-04
62	2.544969613062820243e-04
63	2.544969613062820243e-04
64	2.544969613062820243e-04
65	2.544969613062820243e-04
66	2.544969613062820243e-04
67	2.544969613062820243e-04
68	2.544969613062820243e-04
69	2.544969613062820243e-04
70	2.544969613062820243e-04
71	2.544969613062820243e-04
72	2.544969613062820243e-04
73	2.544969613062820243e-04
74	2.544969613062820243e-04
75	2.544969613062820243e-04
76	2.544969613062820243e-04
77	2.544969613062820243e-04
78	2.544969613062820243e-04
79	2.544969613062820243e-04
80	2.544969613062820243e-04
81	2.544969613062820243e-04
82	1.781478729143974116e-03
83	1.781478729143974116e-03
84	2.035975690450256195e-03
85	2.290472651756538056e-03
86	4.326448342206794251e-03
87	4.580945303513076113e-03
88	4.580945303513076113e-03
89	9.670884529638715948e-03
90	1.094336933617012612e-02
91	1.094336933617012612e-02
92	1.094336933617012612e-02
93	1.221585414270153630e-02
94	1.221585414270153630e-02
95	2.901265358891614785e-02
96	2.977614447283499430e-02
97	3.003064143414127529e-02
98	3.283010800851037664e-02
99	4.275548949945537358e-02
100	4.530045911251819740e-02
101	8.627446988282959361e-02
102	4.555495607382448187e-02
103	3.486608369896063153e-02
104	2.977614447283499430e-02
105	2.799466574369102040e-02
106	1.679679944621461155e-02
107	1.450632679445807392e-02
108	1.247035110400781729e-02
109	1.247035110400781729e-02
110	6.362424032657050012e-03
111	4.326448342206794251e-03
112	4.326448342206794251e-03
113	4.071951380900512389e-03
114	1.017987845225128097e-03
115	1.017987845225128097e-03
116	5.089939226125640486e-04
117	5.089939226125640486e-04
