# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	2.061192688537295207e-03
47	2.267311957391024684e-03
48	2.267311957391024684e-03
49	2.267311957391024684e-03
50	2.267311957391024684e-03
51	2.267311957391024684e-03
52	2.473431226244754162e-03
53	2.473431226244754162e-03
54	2.473431226244754162e-03
55	2.473431226244754162e-03
56	2.473431226244754162e-03
57	8.863128560710370127e-03
58	8.863128560710370127e-03
59	8.863128560710370127e-03
60	8.863128560710370127e-03
61	8.863128560710370127e-03
62	8.863128560710370127e-03
63	9.069247829564098737e-03
64	9.069247829564098737e-03
65	9.069247829564098737e-03
66	9.069247829564098737e-03
67	9.069247829564098737e-03
68	9.069247829564098737e-03
69	9.069247829564098737e-03
70	9.069247829564098737e-03
71	9.069247829564098737e-03
72	9.069247829564098737e-03
73	9.069247829564098737e-03
74	9.069247829564098737e-03
75	9.069247829564098737e-03
76	9.069247829564098737e-03
77	9.069247829564098737e-03
78	9.069247829564098737e-03
79	9.069247829564098737e-03
80	1.339775247549241863e-02
81	1.339775247549241863e-02
82	1.339775247549241863e-02
83	1.339775247549241863e-02
84	1.339775247549241863e-02
85	1.339775247549241863e-02
86	1.339775247549241863e-02
87	1.339775247549241863e-02
88	1.339775247549241863e-02
89	1.339775247549241863e-02
90	1.339775247549241863e-02
91	1.339775247549241863e-02
92	1.339775247549241863e-02
93	1.339775247549241863e-02
94	1.339775247549241863e-02
95	1.339775247549241863e-02
96	1.339775247549241863e-02
97	1.339775247549241863e-02
98	1.339775247549241863e-02
99	2.349759664932516562e-02
100	4.019325742647725935e-02
101	8.863128560710369086e-02
102	1.339775247549241863e-02
103	1.339775247549241863e-02
104	1.339775247549241863e-02
105	1.339775247549241863e-02
106	1.319163320663869002e-02
107	1.319163320663869002e-02
108	1.319163320663869002e-02
109	1.319163320663869002e-02
110	1.298551393778495967e-02
111	1.298551393778495967e-02
112	1.298551393778495967e-02
113	6.595816603319345009e-03
114	6.595816603319345009e-03
115	6.595816603319345009e-03
116	6.595816603319345009e-03
117	6.595816603319345009e-03
