# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	3.533331684445214062e-04
43	7.066663368890428124e-04
44	7.066663368890428124e-04
45	7.066663368890428124e-04
46	7.066663368890428124e-04
47	7.066663368890428124e-04
48	7.066663368890428124e-04
49	7.066663368890428124e-04
50	7.066663368890428124e-04
51	7.066663368890428124e-04
52	7.066663368890428124e-04
53	7.066663368890428124e-04
54	7.066663368890428124e-04
55	3.674664951823022191e-02
56	3.674664951823022191e-02
57	3.674664951823022191e-02
58	3.674664951823022191e-02
59	3.674664951823022191e-02
60	3.674664951823022191e-02
61	3.674664951823022191e-02
62	3.674664951823022191e-02
63	3.674664951823022191e-02
64	3.674664951823022191e-02
65	3.674664951823022191e-02
66	3.674664951823022191e-02
67	3.674664951823022191e-02
68	3.957331486578639923e-02
69	3.957331486578639923e-02
70	3.992664803423091879e-02
71	3.992664803423091879e-02
72	3.992664803423091879e-02
73	3.992664803423091879e-02
74	3.992664803423091879e-02
75	3.992664803423091879e-02
76	3.992664803423091879e-02
77	4.027998120267543836e-02
78	4.133998070800900398e-02
79	4.204664704489804311e-02
80	2.377932223631628872e-01
81	2.384998887000519263e-01
82	2.384998887000519263e-01
83	2.384998887000519263e-01
84	2.384998887000519263e-01
85	2.399132213738300323e-01
86	2.423865535529416693e-01
87	2.427398867213861888e-01
88	7.564863136397202981e-01
89	7.564863136397202981e-01
90	7.635529770086106893e-01
91	7.681463081983894714e-01
92	1.511912627774107065e+00
93	1.516152625795441189e+00
94	1.528519286690999568e+00
95	1.534525950554556317e+00
96	1.542299280260335914e+00
97	1.966299082393761610e+00
98	2.233418957737819621e+00
99	2.380052222642296211e+00
100	3.125903207911836290e+01
101	9.064126436740995985e+01
102	5.520830756945646733e+00
103	2.035552383408887778e+00
104	1.679039216448365623e+00
105	1.639465901582579210e+00
106	1.638405902077245679e+00
107	1.586465926315901109e+00
108	1.516152625795441189e+00
109	1.235959423218935926e+00
110	1.222179429649599580e+00
111	1.217586098459820798e+00
112	1.216172765786042609e+00
113	7.003063398570413822e-01
114	7.003063398570413822e-01
115	6.995996735201523986e-01
116	4.133998070800900537e-01
117	4.133998070800900537e-01
