# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	0.000000000000000000e+00
47	0.000000000000000000e+00
48	0.000000000000000000e+00
49	0.000000000000000000e+00
50	0.000000000000000000e+00
51	0.000000000000000000e+00
52	0.000000000000000000e+00
53	0.000000000000000000e+00
54	0.000000000000000000e+00
55	0.000000000000000000e+00
56	0.000000000000000000e+00
57	5.642572880467071859e-03
58	5.642572880467071859e-03
59	5.642572880467071859e-03
60	5.642572880467071859e-03
61	5.642572880467071859e-03
62	5.642572880467071859e-03
63	5.642572880467071859e-03
64	5.974488932259253322e-03
65	5.974488932259253322e-03
66	5.974488932259253322e-03
67	5.974488932259253322e-03
68	5.974488932259253322e-03
69	5.974488932259253322e-03
70	5.974488932259253322e-03
71	5.974488932259253322e-03
72	5.974488932259253322e-03
73	5.974488932259253322e-03
74	6.306404984051433918e-03
75	6.306404984051433918e-03
76	6.306404984051433918e-03
77	6.306404984051433918e-03
78	6.306404984051433918e-03
79	6.306404984051433918e-03
80	6.306404984051433918e-03
81	6.306404984051433918e-03
82	6.306404984051433918e-03
83	6.306404984051433918e-03
84	6.306404984051433918e-03
85	6.306404984051433918e-03
86	6.306404984051433918e-03
87	6.306404984051433918e-03
88	6.306404984051433918e-03
89	6.306404984051433918e-03
90	6.306404984051433918e-03
91	6.306404984051433918e-03
92	6.306404984051433918e-03
93	6.306404984051433918e-03
94	6.306404984051433918e-03
95	6.306404984051433918e-03
96	6.306404984051433918e-03
97	6.306404984051433918e-03
98	6.306404984051433918e-03
99	6.306404984051433918e-03
100	6.306404984051433918e-03
101	6.970237087635795109e-03
102	6.306404984051433918e-03
103	6.306404984051433918e-03
104	6.306404984051433918e-03
105	6.306404984051433918e-03
106	6.306404984051433918e-03
107	6.306404984051433918e-03
108	6.306404984051433918e-03
109	6.306404984051433918e-03
110	6.306404984051433918e-03
111	6.306404984051433918e-03
112	6.306404984051433918e-03
113	6.306404984051433918e-03
114	6.306404984051433918e-03
115	6.306404984051433918e-03
116	6.306404984051433918e-03
117	6.306404984051433918e-03
