# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	2.940251156253767366e-04
45	2.940251156253767366e-04
46	2.940251156253767366e-04
47	2.940251156253767366e-04
48	2.940251156253767366e-04
49	2.940251156253767366e-04
50	2.940251156253767366e-04
51	2.940251156253767366e-04
52	2.940251156253767366e-04
53	2.940251156253767366e-04
54	2.940251156253767366e-04
55	2.940251156253767366e-04
56	2.940251156253767366e-04
57	2.940251156253767366e-04
58	2.940251156253767366e-04
59	2.940251156253767366e-04
60	2.940251156253767366e-04
61	2.940251156253767366e-04
62	2.940251156253767366e-04
63	2.940251156253767366e-04
64	2.940251156253767366e-04
65	2.940251156253767366e-04
66	2.940251156253767366e-04
67	2.940251156253767366e-04
68	2.940251156253767366e-04
69	2.940251156253767366e-04
70	2.940251156253767366e-04
71	2.940251156253767366e-04
72	2.940251156253767366e-04
73	2.940251156253767366e-04
74	2.940251156253767366e-04
75	2.940251156253767366e-04
76	5.880502312507534732e-04
77	5.880502312507534732e-04
78	5.880502312507534732e-04
79	5.880502312507534732e-04
80	8.820753468761302098e-04
81	8.820753468761302098e-04
82	8.820753468761302098e-04
83	8.820753468761302098e-04
84	8.820753468761302098e-04
85	8.820753468761302098e-04
86	8.820753468761302098e-04
87	8.820753468761302098e-04
88	8.820753468761302098e-04
89	8.820753468761302098e-04
90	8.820753468761302098e-04
91	8.820753468761302098e-04
92	8.820753468761302098e-04
93	8.820753468761302098e-04
94	8.820753468761302098e-04
95	8.820753468761302098e-04
96	8.820753468761302098e-04
97	8.820753468761302098e-04
98	8.820753468761302098e-04
99	8.820753468761302098e-04
100	8.820753468761302098e-04
101	1.470125578126883683e-03
102	8.232703237510548624e-03
103	2.352200925003013893e-03
104	1.764150693752260420e-03
105	1.764150693752260420e-03
106	1.764150693752260420e-03
107	1.470125578126883683e-03
108	1.470125578126883683e-03
109	1.470125578126883683e-03
110	1.176100462501506946e-03
111	1.176100462501506946e-03
112	1.176100462501506946e-03
113	1.176100462501506946e-03
114	1.176100462501506946e-03
115	1.176100462501506946e-03
116	1.176100462501506946e-03
117	1.176100462501506946e-03
