# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	0.000000000000000000e+00
42	0.000000000000000000e+00
43	0.000000000000000000e+00
44	0.000000000000000000e+00
45	0.000000000000000000e+00
46	0.000000000000000000e+00
47	0.000000000000000000e+00
48	0.000000000000000000e+00
49	0.000000000000000000e+00
50	0.000000000000000000e+00
51	0.000000000000000000e+00
52	0.000000000000000000e+00
53	0.000000000000000000e+00
54	0.000000000000000000e+00
55	0.000000000000000000e+00
56	0.000000000000000000e+00
57	0.000000000000000000e+00
58	0.000000000000000000e+00
59	0.000000000000000000e+00
60	0.000000000000000000e+00
61	0.000000000000000000e+00
62	0.000000000000000000e+00
63	0.000000000000000000e+00
64	0.000000000000000000e+00
65	0.000000000000000000e+00
66	0.000000000000000000e+00
67	0.000000000000000000e+00
68	0.000000000000000000e+00
69	0.000000000000000000e+00
70	0.000000000000000000e+00
71	0.000000000000000000e+00
72	0.000000000000000000e+00
73	3.277366832392182615e-04
74	3.277366832392182615e-04
75	3.277366832392182615e-04
76	3.277366832392182615e-04
77	3.277366832392182615e-04
78	3.277366832392182615e-04
79	3.277366832392182615e-04
80	3.277366832392182615e-04
81	6.554733664784365230e-04
82	6.554733664784365230e-04
83	1.015983718041576639e-01
84	1.048757386365498506e-01
85	1.048757386365498506e-01
86	1.055312120030282852e-01
87	1.451873506749737086e-01
88	1.599355014207385350e-01
89	1.658347617190444601e-01
90	1.658347617190444601e-01
91	1.658347617190444601e-01
92	1.658347617190444601e-01
93	1.668179717687621189e-01
94	1.668179717687621189e-01
95	1.714062853341111747e-01
96	1.714062853341111747e-01
97	1.714062853341111747e-01
98	1.759945988994602306e-01
99	1.759945988994602306e-01
100	1.779610189988955204e-01
101	2.847704040665567593e+00
102	4.836049724209581058e+01
103	2.828367576354453572e-01
104	2.054909003909898557e-01
105	1.933646431111387953e-01
106	1.556749245386286895e-01
107	1.556749245386286895e-01
108	1.556749245386286895e-01
109	1.304391999292088822e-01
110	1.147078391337263970e-01
111	1.143801024504871866e-01
112	1.101195255683773411e-01
113	1.101195255683773411e-01
114	1.101195255683773411e-01
115	1.091363155186596823e-01
116	1.091363155186596823e-01
117	1.091363155186596823e-01
