# amplicon position	effect
1	0.000000000000000000e+00
2	0.000000000000000000e+00
3	0.000000000000000000e+00
4	0.000000000000000000e+00
5	0.000000000000000000e+00
6	0.000000000000000000e+00
7	0.000000000000000000e+00
8	0.000000000000000000e+00
9	0.000000000000000000e+00
10	0.000000000000000000e+00
11	0.000000000000000000e+00
12	0.000000000000000000e+00
13	0.000000000000000000e+00
14	0.000000000000000000e+00
15	0.000000000000000000e+00
16	0.000000000000000000e+00
17	0.000000000000000000e+00
18	0.000000000000000000e+00
19	0.000000000000000000e+00
20	0.000000000000000000e+00
21	0.000000000000000000e+00
22	0.000000000000000000e+00
23	0.000000000000000000e+00
24	0.000000000000000000e+00
25	0.000000000000000000e+00
26	0.000000000000000000e+00
27	0.000000000000000000e+00
28	0.000000000000000000e+00
29	0.000000000000000000e+00
30	0.000000000000000000e+00
31	0.000000000000000000e+00
32	0.000000000000000000e+00
33	0.000000000000000000e+00
34	0.000000000000000000e+00
35	0.000000000000000000e+00
36	0.000000000000000000e+00
37	0.000000000000000000e+00
38	0.000000000000000000e+00
39	0.000000000000000000e+00
40	0.000000000000000000e+00
41	3.276769018367382390e-03
42	3.276769018367382390e-03
43	3.276769018367382390e-03
44	3.276769018367382390e-03
45	3.276769018367382390e-03
46	3.276769018367382390e-03
47	3.276769018367382390e-03
48	3.276769018367382390e-03
49	3.276769018367382390e-03
50	3.276769018367382390e-03
51	3.276769018367382390e-03
52	3.276769018367382390e-03
53	3.276769018367382390e-03
54	3.276769018367382390e-03
55	3.276769018367382390e-03
56	3.276769018367382390e-03
57	3.276769018367382390e-03
58	6.771989304625924272e-03
59	6.771989304625924272e-03
60	6.771989304625924272e-03
61	6.771989304625924272e-03
62	6.771989304625924272e-03
63	6.990440572517082896e-03
64	6.990440572517082896e-03
65	6.990440572517082896e-03
66	6.990440572517082896e-03
67	6.990440572517082896e-03
68	6.990440572517082896e-03
69	6.990440572517082896e-03
70	6.990440572517082896e-03
71	7.208891840408241519e-03
72	7.208891840408241519e-03
73	7.208891840408241519e-03
74	7.208891840408241519e-03
75	7.208891840408241519e-03
76	7.208891840408241519e-03
77	7.208891840408241519e-03
78	7.208891840408241519e-03
79	7.427343108299400143e-03
80	7.427343108299400143e-03
81	7.427343108299400143e-03
82	7.427343108299400143e-03
83	7.427343108299400143e-03
84	7.427343108299400143e-03
85	7.427343108299400143e-03
86	8.301148179864036372e-03
87	8.301148179864036372e-03
88	3.407839779102077998e-02
89	3.429684905891193514e-02
90	3.429684905891193514e-02
91	3.495220286258541448e-02
92	4.281644850666713187e-02
93	4.325335104244944912e-02
94	4.369025357823176636e-02
95	4.936998654340189752e-02
96	4.980688907918421476e-02
97	5.133604795442232860e-02
98	5.177295049020464585e-02
99	5.220985302598696309e-02
100	8.604795442232746616e-01
101	2.046233026336484961e+00
102	5.963719613428636324e-02
103	5.898184233061288390e-02
104	2.621415214693905912e-02
105	2.097132171755124869e-02
106	1.157791719823141920e-02
107	1.070411212666678297e-02
108	1.070411212666678297e-02
109	9.830307055102148472e-03
110	9.611855787210988114e-03
111	9.393404519319829490e-03
112	7.427343108299400143e-03
113	7.427343108299400143e-03
114	7.427343108299400143e-03
115	7.427343108299400143e-03
116	7.208891840408241519e-03
117	7.208891840408241519e-03
